# %ECSV 0.9
# ---
# datatype:
# - {name: filenames, datatype: string}
# - {name: filter/grism, datatype: object}
# - {name: nvisit, datatype: int64}
# - {name: norbit, datatype: int64}
# - {name: times, datatype: float64}
# - {name: t_orbit, datatype: float64}
# - {name: t_visit, datatype: float64}
# - {name: scan, datatype: int64}
# schema: astropy-2.0
filenames filter/grism nvisit norbit times t_orbit t_visit scan
ie3207q8q_ima.fits G141 5 2 59233.97648315 10.633608000352979 201.19999680435285 1
ie3207qaq_ima.fits G141 5 2 59233.97777944 12.500265600392595 203.06665440439247 0
ie3207qcq_ima.fits G141 5 2 59233.97907574 14.366937596350908 204.93332640035078 1
ie3207qdq_ima.fits G141 5 2 59233.98037204 16.2336096027866 206.79999840678647 0
ie3207qfq_ima.fits G141 5 2 59233.98166833 18.100267202826217 208.6666560068261 1
ie3207qhq_ima.fits G141 5 2 59233.98296463 19.96693919878453 210.5333280027844 0
ie3207qjq_ima.fits G141 5 2 59233.98426093 21.833611205220222 212.4000000092201 1
ie3207qkq_ima.fits G141 5 2 59233.98555722 23.70026880525984 214.2666576092597 0
ie3207qmq_ima.fits G141 5 2 59233.98685352 25.566940801218152 216.13332960521802 1
ie3207qoq_ima.fits G141 5 2 59233.98814981 27.43359840125777 217.99998720525764 0
ie3207qqq_ima.fits G141 5 2 59233.98944611 29.30027039721608 219.86665920121595 1
ie3207qrq_ima.fits G141 5 2 59233.99074241 31.166942403651774 221.73333120765164 0
ie3207qtq_ima.fits G141 5 2 59233.9920387 33.03360000369139 223.59998880769126 1
ie3207qvq_ima.fits G141 5 2 59233.993335 34.9002719996497 225.46666080364957 0
ie3207qxq_ima.fits G141 5 2 59233.9946313 36.76694399560802 227.3333327996079 1
ie3207qyq_ima.fits G141 5 2 59233.99592759 38.63360159564763 229.1999903996475 0
ie3207r0q_ima.fits G141 5 2 59233.99722389 40.500273602083325 231.0666624060832 1
ie3207r2q_ima.fits G141 5 2 59233.99852019 42.36694559804164 232.9333344020415 0
ie3207r4q_ima.fits G141 5 2 59233.99981648 44.233603198081255 234.79999200208113 1
ie3207r5q_ima.fits G141 5 2 59234.00111278 46.10027520451695 236.66666400851682 0
ie3207r7q_ima.fits G141 5 2 59234.00240907 47.96693280455656 238.53332160855643 1
ie3207r9q_ima.fits F130N 5 3 59234.03527944 0.0 285.8666544081643 -1
ie3207raq_ima.fits G141 5 3 59234.03618204 1.2997439957689494 287.1663984039333 0
ie3207rcq_ima.fits G141 5 3 59234.03747833 3.1664015958085656 289.0330560039729 1
ie3207rdq_ima.fits G141 5 3 59234.03877463 5.033073591766879 290.8997279999312 0
ie3207req_ima.fits G141 5 3 59234.04007093 6.899745598202571 292.7664000063669 1
ie3207rfq_ima.fits G141 5 3 59234.04136722 8.766403198242188 294.6330576064065 0
ie3207rgq_ima.fits G141 5 3 59234.04266352 10.6330751942005 296.4997296023648 1
ie3207rhq_ima.fits G141 5 3 59234.04395981 12.499732794240117 298.36638720240444 0
ie3207riq_ima.fits G141 5 3 59234.04525611 14.36640480067581 300.23305920884013 1
ie3207rjq_ima.fits G141 5 3 59234.04655241 16.233076796634123 302.09973120479845 0
ie3207rkq_ima.fits G141 5 3 59234.0478487 18.09973439667374 303.96638880483806 1
ie3207rlq_ima.fits G141 5 3 59234.049145 19.966406392632052 305.8330608007964 0
ie3207rmq_ima.fits G141 5 3 59234.0504413 21.833078399067745 307.69973280723207 1
ie3207rnq_ima.fits G141 5 3 59234.05173759 23.69973599910736 309.5663904072717 0
ie3207roq_ima.fits G141 5 3 59234.05303389 25.566407995065674 311.43306240323 1
ie3207rpq_ima.fits G141 5 3 59234.05433019 27.433080001501366 313.2997344096657 0
ie3207rqq_ima.fits G141 5 3 59234.05562648 29.299737601540983 315.1663920097053 1
ie3207rrq_ima.fits G141 5 3 59234.05692278 31.166409597499296 317.0330640056636 0
ie3207rsq_ima.fits G141 5 3 59234.05821907 33.03306719753891 318.89972160570323 1
ie3207rtq_ima.fits G141 5 3 59234.05951537 34.899739193497226 320.76639360166155 0
ie3207ruq_ima.fits G141 5 3 59234.06081167 36.76641119993292 322.63306560809724 1
ie3207rvq_ima.fits G141 5 3 59234.06210796 38.633068799972534 324.49972320813686 0
ie3207rwq_ima.fits G141 5 3 59234.06340426 40.49974079593085 326.36639520409517 1
ie3207rxq_ima.fits G141 5 3 59234.06470056 42.36641279188916 328.2330672000535 0
ie3207ryq_ima.fits G141 5 3 59234.06599685 44.23307039192878 330.0997248000931 1
ie3207rzq_ima.fits G141 5 3 59234.06729315 46.09974239836447 331.9663968065288 0
ie3207s0q_ima.fits G141 5 3 59234.06858944 47.966399998404086 333.8330544065684 1
ie3205mlq_ima.fits F130N 6 0 59269.02996838 0.0 0.0 -1
ie3205mmq_ima.fits G141 6 0 59269.03087135 1.3002768019214272 1.3002768019214272 0
ie3205mnq_ima.fits G141 6 0 59269.03216764 3.1669344019610435 3.1669344019610435 1
ie3205mpq_ima.fits G141 6 0 59269.03346394 5.033606408396736 5.033606408396736 0
ie3205mrq_ima.fits G141 6 0 59269.03476023 6.900264008436352 6.900264008436352 1
ie3205mtq_ima.fits G141 6 0 59269.03605653 8.766936004394665 8.766936004394665 0
ie3205muq_ima.fits G141 6 0 59269.03735283 10.633608000352979 10.633608000352979 1
ie3205mwq_ima.fits G141 6 0 59269.03864912 12.500265600392595 12.500265600392595 0
ie3205myq_ima.fits G141 6 0 59269.03994542 14.366937606828287 14.366937606828287 1
ie3205n0q_ima.fits G141 6 0 59269.04124172 16.2336096027866 16.2336096027866 0
ie3205n1q_ima.fits G141 6 0 59269.04253801 18.100267202826217 18.100267202826217 1
ie3205n3q_ima.fits G141 6 0 59269.04383431 19.96693920926191 19.96693920926191 0
ie3205n5q_ima.fits G141 6 0 59269.0451306 21.833596809301525 21.833596809301525 1
ie3205n7q_ima.fits G141 6 0 59269.0464269 23.70026880525984 23.70026880525984 0
ie3205n8q_ima.fits G141 6 0 59269.04772283 25.566408005543053 25.566408005543053 1
ie3205naq_ima.fits G141 6 0 59269.04901912 27.43306560558267 27.43306560558267 0
ie3205ncq_ima.fits G141 6 0 59269.05031542 29.299737601540983 29.299737601540983 1
ie3205neq_ima.fits G141 6 0 59269.05161172 31.166409607976675 31.166409607976675 0
ie3205nfq_ima.fits G141 6 0 59269.05290801 33.03306720801629 33.03306720801629 1
ie3205nhq_ima.fits G141 6 0 59269.05420431 34.899739203974605 34.899739203974605 0
ie3205njq_ima.fits G141 6 0 59269.0555006 36.76639680401422 36.76639680401422 1
ie3205nlq_ima.fits G141 6 0 59269.0567969 38.633068799972534 38.633068799972534 0
ie3205nmq_ima.fits G141 6 0 59269.0580932 40.49974080640823 40.49974080640823 1
ie3205noq_ima.fits G141 6 0 59269.05938949 42.36639840644784 42.36639840644784 0
ie3205nqq_ima.fits G141 6 0 59269.06068579 44.233070402406156 44.233070402406156 1
ie3205nsq_ima.fits G141 6 0 59269.06198209 46.09974240884185 46.09974240884185 0
ie3205ntq_ima.fits G141 6 0 59269.06327838 47.966400008881465 47.966400008881465 1
ie3205nyq_ima.fits F130N 6 1 59269.09606801 0.0 95.18346720957197 -1
ie3205nzq_ima.fits G141 6 1 59269.0969706 1.2997295998502523 96.48319680942222 0
ie3205o1q_ima.fits G141 6 1 59269.0982669 3.1664015958085656 98.34986880538054 1
ie3205o3q_ima.fits G141 6 1 59269.0995632 5.033073591766879 100.21654080133885 0
ie3205o5q_ima.fits G141 6 1 59269.10085949 6.899731191806495 102.08319840137847 1
ie3205o6q_ima.fits G141 6 1 59269.10215579 8.766403198242188 103.94987040781416 0
ie3205o8q_ima.fits G141 6 1 59269.10345209 10.6330751942005 105.81654240377247 1
ie3205oaq_ima.fits G141 6 1 59269.10474838 12.499732794240117 107.68320000381209 0
ie3205ocq_ima.fits G141 6 1 59269.10604468 14.36640479019843 109.5498719997704 1
ie3205odq_ima.fits G141 6 1 59269.10734097 16.233062390238047 111.41652959981002 0
ie3205ofq_ima.fits G141 6 1 59269.10863727 18.09973439667374 113.28320160624571 1
ie3205ohq_ima.fits G141 6 1 59269.10993357 19.966406392632052 115.14987360220402 0
ie3205ojq_ima.fits G141 6 1 59269.11122986 21.83306399267167 117.01653120224364 1
ie3205okq_ima.fits G141 6 1 59269.11252616 23.69973599910736 118.88320320867933 0
ie3205omq_ima.fits G141 6 1 59269.11382246 25.566407995065674 120.74987520463765 1
ie3205ooq_ima.fits G141 6 1 59269.11511875 27.43306559510529 122.61653280467726 0
ie3205oqq_ima.fits G141 6 1 59269.11641505 29.299737591063604 124.48320480063558 1
ie3205orq_ima.fits G141 6 1 59269.11771135 31.166409597499296 126.34987680707127 0
ie3205otq_ima.fits G141 6 1 59269.11900764 33.03306719753891 128.21653440711088 1
ie3205ovq_ima.fits G141 6 1 59269.12030394 34.899739193497226 130.0832064030692 0
ie3205oxq_ima.fits G141 6 1 59269.12160023 36.76639679353684 131.94986400310881 1
ie3205oyq_ima.fits G141 6 1 59269.12289653 38.633068799972534 133.8165360095445 0
ie3205p0q_ima.fits G141 6 1 59269.12419283 40.49974079593085 135.68320800550282 1
ie3205p2q_ima.fits G141 6 1 59269.12548912 42.366398395970464 137.54986560554244 0
ie3205p4q_ima.fits G141 6 1 59269.12678542 44.23307039192878 139.41653760150075 1
ie3205p5q_ima.fits G141 6 1 59269.12808172 46.09974239836447 141.28320960793644 0
ie3205p7q_ima.fits G141 6 1 59269.12937801 47.966399998404086 143.14986720797606 1
ie3205paq_ima.fits F130N 6 2 59269.16216727 0.0 190.3664016025141 -1
ie3205pbq_ima.fits G141 6 2 59269.16307023 1.3002624060027301 191.66666400851682 0
ie3205pdq_ima.fits G141 6 2 59269.16436653 3.1669344019610435 193.53333600447513 1
ie3205pfq_ima.fits G141 6 2 59269.16566283 5.033606397919357 195.40000800043344 0
ie3205phq_ima.fits G141 6 2 59269.16695912 6.900263997958973 197.26666560047306 1
ie3205plq_ima.fits G141 6 2 59269.16825542 8.766936004394665 199.13333760690875 0
ie3205pnq_ima.fits G141 6 2 59269.16955172 10.633608000352979 201.00000960286707 1
ie3205ppq_ima.fits G141 6 2 59269.17084801 12.500265600392595 202.86666720290668 0
ie3205prq_ima.fits G141 6 2 59269.17214431 14.366937606828287 204.73333920934238 1
ie3205psq_ima.fits G141 6 2 59269.1734406 16.233595206867903 206.599996809382 0
ie3205puq_ima.fits G141 6 2 59269.1747369 18.100267202826217 208.4666688053403 1
ie3205pwq_ima.fits G141 6 2 59269.1760332 19.96693919878453 210.33334080129862 0
ie3205pyq_ima.fits G141 6 2 59269.17732949 21.833596798824146 212.19999840133823 1
ie3205pzq_ima.fits G141 6 2 59269.17862579 23.70026880525984 214.06667040777393 0
ie3205q1q_ima.fits G141 6 2 59269.17992209 25.566940801218152 215.93334240373224 1
ie3205q3q_ima.fits G141 6 2 59269.18121838 27.43359840125777 217.80000000377186 0
ie3205q5q_ima.fits G141 6 2 59269.18251468 29.30027039721608 219.66667199973017 1
ie3205q7q_ima.fits G141 6 2 59269.18381097 31.166927997255698 221.5333295997698 0
ie3205q9q_ima.fits G141 6 2 59269.18510727 33.03360000369139 223.40000160620548 1
ie3205qbq_ima.fits G141 6 2 59269.18640357 34.9002719996497 225.2666736021638 0
ie3205qdq_ima.fits G141 6 2 59269.18769986 36.76692959968932 227.1333312022034 1
ie3205qeq_ima.fits G141 6 2 59269.18899616 38.63360160612501 229.0000032086391 0
ie3205qgq_ima.fits G141 6 2 59269.19029246 40.500273602083325 230.8666752045974 1
ie3205qiq_ima.fits G141 6 2 59269.19158875 42.36693120212294 232.73333280463703 0
ie3205qkq_ima.fits G141 6 2 59269.19288505 44.233603198081255 234.60000480059534 1
ie3205qlq_ima.fits G141 6 2 59269.19418135 46.10027520451695 236.46667680703104 0
ie3205qnq_ima.fits G141 6 2 59269.19547764 47.96693280455656 238.33333440707065 1
ie3205qpq_ima.fits F130N 6 3 59269.22827838 0.0 285.56639999966137 -1
ie3205qqq_ima.fits G141 6 3 59269.22918135 1.3002768019214272 286.8666768015828 0
ie3205qsq_ima.fits G141 6 3 59269.23047764 3.1669344019610435 288.7333344016224 1
ie3205qtq_ima.fits G141 6 3 59269.23177394 5.033606408396736 290.6000064080581 0
ie3205quq_ima.fits G141 6 3 59269.23307023 6.900264008436352 292.4666640080977 1
ie3205qvq_ima.fits G141 6 3 59269.23436653 8.766936004394665 294.33333600405604 0
ie3205qwq_ima.fits G141 6 3 59269.23566283 10.633608000352979 296.20000800001435 1
ie3205qxq_ima.fits G141 6 3 59269.23695912 12.500265600392595 298.06666560005397 0
ie3205qyq_ima.fits G141 6 3 59269.23825542 14.366937606828287 299.93333760648966 1
ie3205qzq_ima.fits G141 6 3 59269.23955172 16.2336096027866 301.800009602448 0
ie3205r0q_ima.fits G141 6 3 59269.24084801 18.100267202826217 303.6666672024876 1
ie3205r1q_ima.fits G141 6 3 59269.24214431 19.96693920926191 305.5333392089233 0
ie3205r2q_ima.fits G141 6 3 59269.2434406 21.833596809301525 307.3999968089629 1
ie3205r3q_ima.fits G141 6 3 59269.2447369 23.70026880525984 309.2666688049212 0
ie3205r4q_ima.fits G141 6 3 59269.2460332 25.566940801218152 311.1333408008795 1
ie3205r5q_ima.fits G141 6 3 59269.24732949 27.43359840125777 312.99999840091914 0
ie3205r6q_ima.fits G141 6 3 59269.24862579 29.30027040769346 314.86667040735483 1
ie3205r7q_ima.fits G141 6 3 59269.24992209 31.166942403651774 316.73334240331315 0
ie3205rrq_ima.fits G141 6 3 59269.25121838 33.03360000369139 318.60000000335276 1
ie3205rsq_ima.fits G141 6 3 59269.25251468 34.90027201012708 320.46667200978845 0
ie3205rtq_ima.fits G141 6 3 59269.25381097 36.7669296101667 322.33332960982807 1
ie3205ruq_ima.fits G141 6 3 59269.25510727 38.63360160612501 324.2000016057864 0
ie3205rvq_ima.fits G141 6 3 59269.25640357 40.500273602083325 326.0666736017447 1
ie3205rwq_ima.fits G141 6 3 59269.25769986 42.36693120212294 327.9333312017843 0
ie3205rxq_ima.fits G141 6 3 59269.25899616 44.233603208558634 329.80000320822 1
ie3205ryq_ima.fits G141 6 3 59269.26029246 46.10027520451695 331.6666752041783 0
ie3205rzq_ima.fits G141 6 3 59269.26158875 47.96693280455656 333.53333280421793 1
